|Id|LIMIT_BAL|SEX|EDUCATION|MARRIAGE|AGE|PAY_0|PAY_2|PAY_3|PAY_4|PAY_5|PAY_6|BILL_AMT1|BILL_AMT2|BILL_AMT3|BILL_AMT4|BILL_AMT5|BILL_AMT6|PAY_AMT1|PAY_AMT2|PAY_AMT3|PAY_AMT4|PAY_AMT5|PAY_AMT6|Prediction|Score
392|392|280000.0|2.0|2.0|2.0|27.0|-1.0|0.0|0.0|0.0|2.0|0.0|82742.0|153791.0|85601.0|108984.0|105275.0|117635.0|10077.0|27785.0|30000.0|23.0|20000.0|3406.0|0|0.7627928256988525
393|393|260000.0|1.0|1.0|1.0|38.0|-1.0|-1.0|2.0|2.0|-1.0|2.0|263.0|511.0|248.0|-15.0|3526.0|263.0|512.0|1.0|1.0|3805.0|1.0|527.0|0|0.6596558094024658
394|394|260000.0|2.0|2.0|1.0|46.0|0.0|0.0|0.0|0.0|-1.0|-1.0|28700.0|29484.0|28592.0|16869.0|12713.0|10420.0|15000.0|10000.0|3000.0|12713.0|10420.0|12532.0|0|0.7877155542373657
395|395|70000.0|1.0|1.0|2.0|33.0|0.0|0.0|0.0|0.0|0.0|0.0|66874.0|132127.0|52335.0|27374.0|27133.0|10721.0|2423.0|4136.0|1024.0|1215.0|435.0|186.0|0|0.5539280772209167
396|396|160000.0|2.0|2.0|1.0|49.0|-1.0|-1.0|-1.0|-2.0|-2.0|-2.0|347.0|2389.0|0.0|0.0|0.0|0.0|2389.0|0.0|0.0|0.0|0.0|0.0|0|0.603983998298645
397|397|200000.0|2.0|2.0|1.0|33.0|1.0|-2.0|-2.0|-2.0|-2.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1|0.5872166156768799
398|398|20000.0|1.0|4.0|2.0|26.0|0.0|0.0|0.0|0.0|0.0|-2.0|20564.0|20284.0|19394.0|39950.0|0.0|0.0|3055.0|1467.0|1096.0|1000.0|0.0|0.0|0|0.7115252614021301
399|399|270000.0|2.0|1.0|2.0|29.0|0.0|0.0|0.0|0.0|0.0|0.0|125120.0|102046.0|91426.0|93262.0|96104.0|98374.0|4000.0|2969.0|3000.0|4000.0|3500.0|3450.0|0|0.776054859161377
400|400|160000.0|2.0|3.0|1.0|30.0|-1.0|-1.0|0.0|-1.0|-1.0|-1.0|2215.0|8977.0|3300.0|10770.0|11800.0|10043.0|8977.0|1000.0|10770.0|11800.0|10043.0|5325.0|0|0.7990489602088928
401|401|100000.0|2.0|2.0|1.0|49.0|-2.0|-2.0|-2.0|-2.0|-2.0|-2.0|1261.0|1261.0|1261.0|390.0|390.0|390.0|1261.0|1261.0|390.0|390.0|390.0|0.0|0|0.5709103941917419
402|402|380000.0|1.0|1.0|2.0|30.0|0.0|0.0|0.0|0.0|0.0|0.0|192132.0|148842.0|177842.0|120027.0|97256.0|108213.0|10123.0|50434.0|7132.0|11068.0|20050.0|35925.0|0|0.9179143309593201
403|403|20000.0|1.0|3.0|2.0|43.0|0.0|0.0|0.0|0.0|0.0|0.0|19107.0|20120.0|19445.0|19831.0|19473.0|20009.0|1330.0|1274.0|660.0|752.0|906.0|650.0|0|0.6170783042907715
404|404|290000.0|2.0|1.0|2.0|32.0|-2.0|-2.0|-2.0|-2.0|-1.0|0.0|0.0|5743.0|8809.0|0.0|7241.0|10289.0|5743.0|5000.0|0.0|7241.0|5000.0|5000.0|0|0.7722716927528381
405|405|110000.0|2.0|2.0|1.0|46.0|0.0|0.0|0.0|0.0|0.0|0.0|107281.0|109551.0|48942.0|49959.0|50951.0|52019.0|4560.0|1808.0|1825.0|1817.0|1882.0|1893.0|0|0.6526718139648438
406|406|80000.0|1.0|1.0|1.0|44.0|-1.0|-1.0|-1.0|-1.0|0.0|-1.0|1049.0|0.0|152.0|9587.0|692.0|706.0|0.0|152.0|9587.0|6.0|706.0|697.0|0|0.6409524083137512
407|407|130000.0|2.0|3.0|1.0|36.0|-1.0|-1.0|-1.0|-1.0|-1.0|-1.0|2342.0|2951.0|596.0|1520.0|700.0|3688.0|2951.0|596.0|1520.0|700.0|3688.0|2803.0|0|0.6710220575332642
408|408|290000.0|2.0|1.0|2.0|46.0|0.0|-1.0|-1.0|-1.0|-1.0|0.0|289002.0|1332.0|21429.0|2228.0|156721.0|157203.0|1343.0|21542.0|2239.0|156733.0|7219.0|17512.0|0|0.7595846056938171
409|409|210000.0|2.0|1.0|2.0|33.0|1.0|-2.0|-2.0|-1.0|-1.0|-1.0|0.0|0.0|0.0|25478.0|9485.0|0.0|0.0|0.0|25478.0|9485.0|0.0|0.0|0|0.6399371027946472
410|410|40000.0|2.0|3.0|1.0|36.0|0.0|0.0|2.0|0.0|0.0|2.0|15861.0|18580.0|17994.0|20671.0|22328.0|21830.0|3000.0|0.0|3000.0|2000.0|0.0|2000.0|0|0.5248298645019531
411|411|60000.0|1.0|1.0|2.0|28.0|0.0|0.0|0.0|0.0|2.0|0.0|18996.0|20806.0|22447.0|24337.0|23808.0|24610.0|2120.0|2000.0|2269.0|0.0|1200.0|2269.0|1|0.5091021060943604
412|412|260000.0|2.0|1.0|1.0|35.0|2.0|2.0|-2.0|-1.0|0.0|0.0|1013.0|0.0|0.0|6895.0|3718.0|0.0|0.0|0.0|6895.0|0.0|0.0|0.0|1|0.6855953931808472
413|413|500000.0|1.0|2.0|1.0|38.0|0.0|0.0|0.0|-1.0|-1.0|-1.0|499231.0|511629.0|-311.0|6391.0|420.0|7619.0|22600.0|501.0|6892.0|421.0|7695.0|8679.0|1|0.679649829864502
414|414|280000.0|1.0|2.0|1.0|36.0|1.0|2.0|2.0|2.0|0.0|0.0|168708.0|172528.0|174328.0|170028.0|174281.0|185348.0|8000.0|6100.0|0.0|7000.0|14000.0|7000.0|1|0.7926117181777954
415|415|60000.0|2.0|2.0|2.0|41.0|0.0|0.0|0.0|0.0|0.0|0.0|60672.0|58929.0|60335.0|59384.0|60861.0|59241.0|2741.0|3000.0|2300.0|2600.0|2200.0|2665.0|0|0.7171920537948608
416|416|240000.0|1.0|2.0|1.0|36.0|0.0|0.0|2.0|2.0|0.0|0.0|216923.0|242282.0|245657.0|240040.0|231790.0|221683.0|30700.0|8700.0|0.0|8207.0|9000.0|8000.0|0|0.6224858164787292
417|417|110000.0|2.0|1.0|2.0|26.0|0.0|0.0|0.0|0.0|0.0|0.0|58716.0|50943.0|46942.0|47935.0|49083.0|49603.0|2500.0|2100.0|2000.0|2000.0|2500.0|2000.0|0|0.7363343238830566
418|418|130000.0|1.0|1.0|1.0|40.0|2.0|2.0|0.0|0.0|0.0|0.0|80987.0|79085.0|82799.0|86407.0|88959.0|97487.0|0.0|5000.0|5000.0|4000.0|10000.0|3724.0|1|0.8425586223602295
419|419|110000.0|2.0|2.0|1.0|46.0|0.0|0.0|0.0|0.0|0.0|0.0|111301.0|69352.0|58442.0|55485.0|53539.0|41193.0|3075.0|3000.0|2000.0|2941.0|1512.0|2040.0|0|0.6699067950248718
420|420|300000.0|2.0|3.0|2.0|27.0|0.0|0.0|0.0|0.0|0.0|0.0|17376.0|17538.0|16425.0|11976.0|3012.0|0.0|1294.0|11236.0|1032.0|9.0|0.0|0.0|0|0.6625699996948242
421|421|90000.0|2.0|2.0|1.0|31.0|-1.0|-1.0|-2.0|-2.0|-2.0|-2.0|350.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0.5822556614875793
422|422|20000.0|1.0|2.0|1.0|36.0|3.0|2.0|2.0|2.0|2.0|2.0|17500.0|16926.0|19260.0|18653.0|20041.0|19582.0|0.0|2921.0|0.0|1702.0|0.0|1594.0|1|0.9867889285087585
423|423|180000.0|2.0|2.0|2.0|32.0|-2.0|-2.0|-2.0|-2.0|-2.0|-2.0|0.0|0.0|1980.0|0.0|0.0|858.0|0.0|1980.0|0.0|0.0|858.0|0.0|0|0.603556215763092
424|424|30000.0|1.0|1.0|2.0|24.0|0.0|0.0|0.0|2.0|0.0|0.0|28436.0|28845.0|31071.0|30248.0|30354.0|29088.0|1800.0|3300.0|0.0|1500.0|1500.0|1300.0|1|0.533498227596283
425|425|50000.0|1.0|2.0|1.0|38.0|0.0|0.0|0.0|0.0|0.0|0.0|22619.0|19055.0|20161.0|20553.0|18933.0|18855.0|2000.0|2000.0|1000.0|1000.0|1000.0|2000.0|0|0.5889148712158203
426|426|90000.0|2.0|2.0|2.0|32.0|3.0|2.0|2.0|2.0|0.0|0.0|27565.0|28613.0|29364.0|28596.0|30120.0|31285.0|1800.0|1500.0|0.0|2000.0|1650.0|1000.0|1|0.9729001522064209
427|427|200000.0|2.0|1.0|2.0|44.0|0.0|0.0|0.0|0.0|0.0|0.0|203045.0|140347.0|139282.0|138462.0|134497.0|126617.0|4501.0|4916.0|4505.0|4205.0|4145.0|3100.0|0|0.7381885647773743
428|428|130000.0|2.0|2.0|2.0|27.0|1.0|-2.0|-2.0|-2.0|-2.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1|0.5772342681884766
429|429|50000.0|2.0|1.0|2.0|25.0|0.0|0.0|0.0|0.0|0.0|0.0|48408.0|47563.0|41319.0|25110.0|20478.0|20258.0|1774.0|2100.0|1609.0|1000.0|1000.0|1000.0|0|0.6779160499572754
430|430|130000.0|2.0|1.0|2.0|27.0|1.0|-2.0|-1.0|2.0|2.0|-1.0|0.0|0.0|98.0|98.0|98.0|2500.0|0.0|98.0|0.0|0.0|2500.0|0.0|1|0.5305888056755066
431|431|240000.0|2.0|2.0|1.0|43.0|1.0|-2.0|-2.0|-1.0|0.0|0.0|0.0|0.0|0.0|12700.0|12500.0|26225.0|0.0|0.0|12700.0|0.0|13725.0|0.0|0|0.5605979561805725
432|432|450000.0|1.0|1.0|2.0|34.0|-1.0|-1.0|-1.0|-1.0|-1.0|-1.0|12712.0|1830.0|1183.0|1745.0|0.0|7519.0|1830.0|1188.0|1745.0|0.0|7519.0|0.0|0|0.6762352585792542
433|433|750000.0|2.0|1.0|2.0|28.0|1.0|-1.0|-1.0|0.0|0.0|-1.0|9500.0|9655.0|401003.0|399493.0|400993.0|409483.0|250000.0|401003.0|7990.0|11000.0|417990.0|3080.0|0|0.9999991655349731
434|434|320000.0|1.0|1.0|1.0|38.0|0.0|0.0|0.0|0.0|0.0|0.0|18924.0|21589.0|23926.0|31161.0|32234.0|35688.0|3000.0|3000.0|8000.0|1900.0|4000.0|1600.0|0|0.7280172109603882
435|435|500000.0|2.0|1.0|1.0|38.0|-1.0|0.0|-1.0|0.0|0.0|0.0|5410.0|2760.0|36861.0|23200.0|34255.0|18554.0|2700.0|36861.0|10000.0|20055.0|1000.0|5622.0|0|0.8568950891494751
436|436|110000.0|2.0|2.0|2.0|29.0|2.0|2.0|4.0|4.0|3.0|2.0|600.0|600.0|600.0|600.0|300.0|150.0|0.0|0.0|0.0|0.0|0.0|921.0|1|0.9741154909133911
437|437|230000.0|2.0|2.0|1.0|43.0|0.0|0.0|0.0|0.0|0.0|0.0|7806.0|8392.0|8967.0|8729.0|10816.0|15893.0|1295.0|1300.0|468.0|2816.0|5893.0|5977.0|0|0.6051028966903687
438|438|330000.0|2.0|2.0|1.0|39.0|1.0|-1.0|-1.0|-1.0|2.0|-1.0|0.0|1380.0|0.0|404.0|404.0|24420.0|1380.0|0.0|404.0|0.0|24420.0|480.0|0|0.6613624691963196
439|439|50000.0|2.0|3.0|2.0|26.0|0.0|0.0|0.0|0.0|0.0|0.0|35988.0|26708.0|25230.0|26999.0|27748.0|28351.0|1700.0|2000.0|3000.0|1500.0|1200.0|1136.0|0|0.6501389741897583
440|440|70000.0|2.0|3.0|1.0|43.0|2.0|0.0|0.0|0.0|0.0|0.0|46092.0|40094.0|39610.0|31047.0|27431.0|16693.0|1700.0|1700.0|1243.0|1000.0|500.0|1000.0|1|0.8110888600349426
441|441|620000.0|1.0|2.0|2.0|31.0|-2.0|-2.0|-2.0|-2.0|-2.0|-2.0|5712.0|11598.0|21049.0|13846.0|3565.0|7076.0|11881.0|21171.0|13915.0|3583.0|7111.0|1971.0|0|0.8428361415863037
442|442|50000.0|1.0|3.0|1.0|32.0|0.0|0.0|0.0|0.0|0.0|-1.0|47974.0|43680.0|22133.0|12882.0|8131.0|3983.0|3000.0|2871.0|1000.0|163.0|3983.0|3771.0|0|0.6832550764083862
443|443|220000.0|2.0|1.0|1.0|43.0|-1.0|3.0|2.0|0.0|0.0|0.0|1090.0|1257.0|1090.0|1090.0|1090.0|0.0|167.0|0.0|0.0|0.0|0.0|0.0|1|0.6654391288757324
444|444|20000.0|1.0|3.0|2.0|43.0|0.0|0.0|0.0|0.0|0.0|0.0|15921.0|16930.0|17954.0|18966.0|19404.0|19962.0|1280.0|1304.0|1316.0|754.0|931.0|463.0|0|0.6163405776023865
445|445|150000.0|2.0|3.0|2.0|39.0|0.0|0.0|0.0|0.0|0.0|-1.0|60115.0|48412.0|37033.0|25032.0|12500.0|12500.0|1662.0|1783.0|1282.0|250.0|12500.0|12500.0|0|0.7478784918785095
446|446|260000.0|1.0|2.0|1.0|32.0|0.0|0.0|-1.0|-1.0|-1.0|0.0|29389.0|2981.0|12001.0|20325.0|43849.0|22820.0|2796.0|12173.0|20619.0|43968.0|3014.0|2021.0|0|0.8010048270225525
447|447|90000.0|2.0|2.0|1.0|35.0|0.0|0.0|0.0|0.0|0.0|2.0|72112.0|73854.0|75526.0|77317.0|85852.0|88290.0|3500.0|3500.0|3652.0|10000.0|4000.0|0.0|0|0.674028754234314
448|448|200000.0|2.0|2.0|1.0|48.0|-2.0|-2.0|-1.0|-1.0|0.0|0.0|2233.0|6731.0|1374.0|24836.0|23348.0|7058.0|6734.0|1374.0|74836.0|0.0|250.0|55892.0|0|0.9357517957687378
449|449|400000.0|1.0|2.0|1.0|38.0|-1.0|-1.0|-1.0|0.0|-1.0|-1.0|3380.0|3395.0|5856.0|6401.0|389.0|21447.0|3411.0|8863.0|1032.0|390.0|21448.0|1001.0|0|0.6282221078872681
450|450|510000.0|2.0|1.0|1.0|35.0|0.0|0.0|0.0|0.0|0.0|0.0|62382.0|55076.0|113654.0|104449.0|95937.0|96634.0|5000.0|70000.0|3500.0|4000.0|3500.0|5000.0|0|0.8662651181221008
451|451|20000.0|2.0|1.0|2.0|25.0|1.0|2.0|2.0|2.0|2.0|3.0|8483.0|10186.0|10871.0|10402.0|12077.0|11594.0|2000.0|1000.0|0.0|2000.0|0.0|0.0|1|0.9150482416152954
452|452|20000.0|2.0|2.0|2.0|36.0|0.0|0.0|0.0|0.0|0.0|2.0|12530.0|13518.0|14596.0|15550.0|16790.0|17175.0|1500.0|1600.0|1500.0|1500.0|800.0|0.0|0|0.5063170790672302
453|453|210000.0|2.0|2.0|2.0|38.0|0.0|0.0|0.0|0.0|0.0|0.0|76418.0|78798.0|82525.0|84353.0|87835.0|79481.0|5000.0|5000.0|3200.0|5000.0|3000.0|2500.0|0|0.7704775333404541
454|454|200000.0|2.0|2.0|1.0|47.0|0.0|0.0|0.0|0.0|0.0|0.0|193229.0|197253.0|158980.0|157837.0|127528.0|119550.0|9058.0|7260.0|7367.0|4303.0|4551.0|4411.0|0|0.7001447677612305
455|455|180000.0|2.0|1.0|1.0|49.0|-2.0|-2.0|-2.0|-2.0|-2.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0.577250599861145
456|456|670000.0|2.0|1.0|1.0|43.0|0.0|0.0|0.0|0.0|0.0|0.0|55893.0|59131.0|61900.0|58225.0|61329.0|49369.0|10075.0|10063.0|10060.0|10028.0|10042.0|10055.0|0|0.8897712230682373
457|457|100000.0|2.0|2.0|2.0|26.0|2.0|2.0|0.0|0.0|0.0|0.0|88728.0|86405.0|88636.0|83516.0|39871.0|39626.0|0.0|3639.0|2347.0|3901.0|1327.0|530.0|1|0.8345558047294617
458|458|110000.0|2.0|1.0|2.0|32.0|0.0|0.0|0.0|-2.0|-2.0|-2.0|60558.0|30900.0|0.0|0.0|0.0|0.0|1900.0|0.0|0.0|0.0|0.0|0.0|0|0.5713635683059692
459|459|180000.0|2.0|1.0|2.0|29.0|0.0|0.0|0.0|0.0|0.0|0.0|35619.0|22745.0|12200.0|9531.0|10131.0|0.0|1745.0|1200.0|1531.0|3500.0|0.0|0.0|0|0.7411882281303406
460|460|50000.0|1.0|3.0|1.0|43.0|0.0|0.0|0.0|0.0|0.0|0.0|50444.0|49654.0|49921.0|50512.0|20071.0|20277.0|2000.0|2050.0|1641.0|1000.0|1000.0|1000.0|0|0.6366516351699829
461|461|90000.0|2.0|2.0|1.0|28.0|0.0|0.0|0.0|0.0|0.0|0.0|45537.0|43173.0|36230.0|28068.0|20229.0|20650.0|3000.0|2500.0|2000.0|2000.0|1100.0|0.0|0|0.6515089869499207
462|462|30000.0|1.0|3.0|2.0|58.0|-1.0|-1.0|-1.0|0.0|0.0|0.0|390.0|390.0|1170.0|780.0|780.0|0.0|390.0|1170.0|0.0|0.0|0.0|0.0|0|0.5311173796653748
463|463|120000.0|1.0|1.0|2.0|34.0|-1.0|-1.0|2.0|-1.0|-1.0|-2.0|646.0|1278.0|639.0|621.0|-18.0|-18.0|1271.0|0.0|621.0|0.0|0.0|0.0|0|0.6768297553062439
464|464|150000.0|1.0|2.0|1.0|37.0|0.0|0.0|0.0|0.0|0.0|0.0|100894.0|103001.0|104416.0|86597.0|88276.0|90398.0|4700.0|4099.0|4000.0|3000.0|3000.0|5187.0|0|0.6602373123168945
465|465|310000.0|1.0|2.0|1.0|31.0|-1.0|2.0|-1.0|-1.0|-1.0|-1.0|4673.0|3851.0|547.0|3913.0|670.0|2489.0|0.0|547.0|3913.0|670.0|2489.0|656.0|0|0.5310045480728149
466|466|240000.0|2.0|2.0|1.0|38.0|1.0|-2.0|-2.0|-2.0|-2.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1|0.6241280436515808
467|467|200000.0|2.0|1.0|1.0|34.0|1.0|-2.0|-2.0|-2.0|-2.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1|0.6078452467918396
468|468|390000.0|2.0|1.0|1.0|32.0|-2.0|-1.0|-1.0|-1.0|-1.0|0.0|1714.0|52856.0|11914.0|14503.0|13407.0|52830.0|53367.0|11978.0|14572.0|13418.0|42121.0|709.0|0|0.8663212656974792
469|469|220000.0|1.0|1.0|1.0|33.0|-2.0|-1.0|-1.0|-2.0|-2.0|-2.0|0.0|2500.0|0.0|0.0|0.0|0.0|2500.0|0.0|0.0|0.0|0.0|0.0|0|0.5881167650222778
470|470|470000.0|1.0|2.0|2.0|31.0|0.0|0.0|0.0|0.0|0.0|0.0|78833.0|80562.0|82718.0|85334.0|87948.0|90479.0|3000.0|3500.0|4000.0|4000.0|4000.0|4200.0|0|0.8217504024505615
471|471|50000.0|1.0|2.0|2.0|29.0|2.0|2.0|2.0|2.0|2.0|0.0|35488.0|36606.0|37526.0|38214.0|37302.0|38546.0|2000.0|1800.0|1600.0|0.0|2000.0|1600.0|1|0.9451148509979248
472|472|70000.0|2.0|3.0|1.0|47.0|1.0|-2.0|-1.0|2.0|0.0|0.0|30950.0|33087.0|42935.0|28346.0|27279.0|28976.0|3107.0|48323.0|0.0|2001.0|3000.0|3003.0|0|0.595740795135498
473|473|210000.0|2.0|2.0|2.0|32.0|-1.0|-1.0|2.0|0.0|-1.0|-1.0|576.0|3578.0|34.0|10734.0|30367.0|8193.0|3578.0|0.0|10700.0|30367.0|19644.0|4431.0|0|0.8567964434623718
474|474|80000.0|1.0|1.0|1.0|53.0|0.0|-1.0|0.0|0.0|0.0|0.0|2783.0|1108.0|21400.0|21000.0|21000.0|0.0|1200.0|21000.0|0.0|0.0|0.0|0.0|0|0.581038773059845
475|475|50000.0|1.0|2.0|1.0|32.0|0.0|0.0|0.0|0.0|0.0|0.0|46827.0|48134.0|49550.0|48377.0|18727.0|19116.0|2084.0|2500.0|1135.0|497.0|514.0|335.0|0|0.619565486907959
476|476|130000.0|2.0|1.0|2.0|27.0|-2.0|-2.0|-2.0|-2.0|-2.0|-2.0|8508.0|27049.0|0.0|0.0|0.0|0.0|27049.0|0.0|0.0|0.0|0.0|0.0|0|0.6542080640792847
477|477|230000.0|1.0|2.0|1.0|41.0|0.0|0.0|0.0|0.0|0.0|0.0|301038.0|305327.0|213058.0|216260.0|215968.0|174195.0|9405.0|7769.0|7757.0|8030.0|6549.0|5226.0|0|0.538272500038147
478|478|180000.0|1.0|1.0|2.0|33.0|-1.0|-1.0|-1.0|-1.0|-1.0|-1.0|2217.0|0.0|8264.0|0.0|3278.0|0.0|0.0|8264.0|0.0|3278.0|0.0|4646.0|0|0.6980591416358948
479|479|30000.0|1.0|3.0|2.0|29.0|0.0|0.0|0.0|0.0|0.0|0.0|27904.0|28547.0|29398.0|29864.0|30115.0|15818.0|1500.0|1700.0|1500.0|1010.0|1000.0|1000.0|0|0.6520794034004211
480|480|50000.0|2.0|3.0|1.0|27.0|0.0|0.0|0.0|2.0|0.0|0.0|11231.0|6482.0|8799.0|8033.0|8933.0|7995.0|2000.0|5000.0|0.0|1000.0|1000.0|1000.0|1|0.5520745515823364
481|481|110000.0|1.0|2.0|1.0|49.0|0.0|0.0|0.0|0.0|0.0|0.0|51803.0|52888.0|54570.0|55368.0|56623.0|57196.0|1921.0|2563.0|2300.0|2300.0|1704.0|700.0|0|0.5876191258430481
482|482|380000.0|2.0|3.0|1.0|56.0|-2.0|-2.0|-2.0|-2.0|-2.0|-2.0|0.0|1349.0|5947.0|16735.0|6444.0|0.0|1349.0|5957.0|16735.0|6444.0|0.0|7699.0|0|0.7591415047645569
483|483|360000.0|1.0|1.0|1.0|34.0|-2.0|-2.0|-2.0|-2.0|-2.0|-2.0|2433.0|1218.0|505.0|843.0|-4.0|2237.0|1230.0|505.0|843.0|4.0|2241.0|56.0|0|0.5556246042251587
484|484|200000.0|2.0|3.0|1.0|45.0|-1.0|-1.0|0.0|-1.0|0.0|-1.0|80.0|-460.0|4091.0|5463.0|4978.0|975.0|2230.0|5029.0|5463.0|100.0|975.0|255.0|0|0.7527504563331604
485|485|180000.0|2.0|2.0|1.0|33.0|1.0|-1.0|0.0|0.0|0.0|0.0|-84.0|482.0|6566.0|6905.0|7385.0|7847.0|982.0|6500.0|1000.0|1000.0|1000.0|1000.0|0|0.5581927299499512
486|486|30000.0|2.0|3.0|1.0|50.0|2.0|2.0|2.0|2.0|2.0|2.0|30615.0|28691.0|30474.0|27468.0|25813.0|25251.0|0.0|3017.0|12.0|3000.0|0.0|4000.0|1|0.9586816430091858
487|487|30000.0|1.0|1.0|2.0|26.0|1.0|-1.0|-1.0|-2.0|-2.0|-2.0|0.0|780.0|0.0|0.0|0.0|0.0|780.0|0.0|8000.0|0.0|0.0|0.0|1|0.607731819152832
488|488|50000.0|2.0|2.0|2.0|42.0|0.0|0.0|0.0|0.0|-1.0|-1.0|50221.0|49664.0|49611.0|2190.0|19769.0|19335.0|2215.0|1462.0|248.0|20787.0|21402.0|522.0|0|0.7499299645423889
489|489|30000.0|2.0|2.0|1.0|22.0|2.0|2.0|0.0|0.0|0.0|2.0|28574.0|14220.0|14188.0|7058.0|7976.0|7734.0|0.0|1230.0|1000.0|1000.0|0.0|2000.0|1|0.8726617097854614
490|490|80000.0|2.0|3.0|1.0|42.0|-2.0|-2.0|-2.0|-2.0|-2.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0.6306652426719666
491|491|60000.0|2.0|2.0|2.0|24.0|-1.0|2.0|-1.0|0.0|0.0|0.0|3485.0|2488.0|20956.0|22462.0|21476.0|23164.0|0.0|24419.0|2018.0|15000.0|2000.0|2000.0|1|0.5569908618927002
492|492|300000.0|1.0|1.0|1.0|42.0|0.0|0.0|0.0|0.0|0.0|0.0|120151.0|89618.0|47857.0|48128.0|50332.0|23688.0|4229.0|5024.0|6012.0|5191.0|12139.0|110247.0|0|0.6935244202613831
493|493|50000.0|1.0|1.0|2.0|34.0|1.0|-2.0|-2.0|-2.0|-2.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1|0.6487317681312561
494|494|80000.0|2.0|2.0|1.0|28.0|0.0|-1.0|-1.0|-1.0|-1.0|-1.0|8432.0|928.0|3602.0|5495.0|10059.0|5700.0|928.0|3602.0|5495.0|10109.0|5700.0|3502.0|0|0.6550820469856262
495|495|50000.0|2.0|4.0|2.0|24.0|0.0|0.0|0.0|0.0|0.0|0.0|42207.0|43517.0|44330.0|45404.0|46363.0|47630.0|2000.0|1800.0|1800.0|1700.0|2000.0|3700.0|0|0.7126282453536987
496|496|50000.0|2.0|1.0|2.0|24.0|1.0|2.0|2.0|2.0|2.0|0.0|33385.0|35538.0|34686.0|39097.0|38171.0|39396.0|3000.0|0.0|5000.0|0.0|2000.0|5000.0|1|0.8477579951286316
497|497|210000.0|2.0|3.0|1.0|35.0|0.0|0.0|0.0|0.0|0.0|0.0|79662.0|25442.0|26823.0|32032.0|37457.0|43814.0|3000.0|1791.0|6000.0|6000.0|7000.0|5000.0|0|0.791544497013092
498|498|110000.0|1.0|2.0|1.0|48.0|2.0|2.0|2.0|0.0|0.0|2.0|65070.0|69480.0|67800.0|69182.0|73431.0|72132.0|5500.0|0.0|2512.0|5400.0|0.0|3000.0|1|0.9432833790779114
499|499|50000.0|1.0|1.0|1.0|58.0|0.0|0.0|0.0|0.0|0.0|0.0|55262.0|53057.0|50447.0|34608.0|22658.0|18503.0|2000.0|1703.0|1406.0|721.0|645.0|658.0|1|0.5375010967254639
500|500|70000.0|1.0|1.0|2.0|26.0|1.0|-2.0|-2.0|-2.0|-2.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|313.0|1|0.6138491034507751
501|501|50000.0|2.0|4.0|1.0|32.0|0.0|0.0|0.0|0.0|0.0|0.0|10335.0|9538.0|6793.0|13864.0|5243.0|5391.0|1200.0|1024.0|163.0|146.0|2000.0|1000.0|0|0.6276835799217224
502|502|30000.0|2.0|3.0|1.0|48.0|0.0|0.0|0.0|0.0|0.0|0.0|27947.0|27035.0|27876.0|26640.0|25896.0|25481.0|2000.0|1800.0|1500.0|1500.0|1500.0|1500.0|0|0.6277059316635132
503|503|220000.0|1.0|2.0|2.0|30.0|-1.0|0.0|0.0|-2.0|-2.0|-2.0|2501.0|2071.0|0.0|0.0|0.0|0.0|1000.0|0.0|0.0|0.0|0.0|0.0|0|0.6398561000823975
504|504|300000.0|2.0|1.0|1.0|37.0|-1.0|-1.0|-1.0|-1.0|-1.0|-1.0|5771.0|3217.0|19615.0|11123.0|10266.0|12467.0|3217.0|19615.0|11123.0|10266.0|12467.0|5041.0|0|0.7770289778709412
505|505|380000.0|2.0|2.0|1.0|51.0|1.0|-2.0|-2.0|-2.0|-1.0|-1.0|0.0|0.0|0.0|0.0|630.0|1297.0|0.0|0.0|0.0|630.0|1613.0|1618.0|1|0.6363285779953003
506|506|200000.0|1.0|2.0|1.0|35.0|1.0|-2.0|-2.0|-2.0|-2.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|28027.0|1|0.6443170309066772
507|507|110000.0|2.0|3.0|2.0|31.0|0.0|-1.0|-1.0|-1.0|-1.0|-2.0|2705.0|2487.0|2500.0|2500.0|0.0|0.0|2487.0|2700.0|2500.0|0.0|0.0|0.0|0|0.7010631561279297
